{'exp_name': 'default', 'display': False, 'restore_fp': None, 'save_rate': 10, 'scenario_name': 'ultimate_frisbee', 'num_episodes': 100000, 'max_episode_len': 10000, 'good_policy': 'matd3', 'adv_policy': 'matd3', 'lr': 0.01, 'gamma': 0.95, 'batch_size': 1024, 'num_layers': 2, 'num_units': 64, 'update_rate': 100, 'critic_zero_if_done': False, 'buff_size': 100000.0, 'tau': 0.01, 'hard_max': False, 'priori_replay': False, 'alpha': 0.6, 'beta': 0.5, 'use_target_action': True, 'policy_update_rate': 1, 'critic_action_noise_stddev': 0.0, 'action_noise_clip': 0.5, 'entropy_coeff': 0.05, 'num_atoms': 51, 'min_val': -400, 'max_val': 0, 'seed': 677949805}
C:\Users\camta\miniconda3\lib\site-packages\keras\optimizers\optimizer_v2\adam.py:110: UserWarning: The `lr` argument is deprecated, use `learning_rate` instead.
  super(Adam, self).__init__(name, **kwargs)
Using good policy matd3 and adv policy matd3
77
Starting iterations...
C:\Users\camta\miniconda3\lib\site-packages\numpy\core\fromnumeric.py:3432: RuntimeWarning: Mean of empty slice.
  return _methods._mean(a, axis=axis, dtype=dtype,
C:\Users\camta\miniconda3\lib\site-packages\numpy\core\_methods.py:190: RuntimeWarning: invalid value encountered in double_scalars
  ret = ret.dtype.type(ret / rcount)
steps: 138, episodes: 10, mean episode reward: -104.55555555555556, agent episode reward: [-986.0, -986.0, -986.0, -994.8888888888889, -986.0, -992.1111111111111, -989.8888888888889, 944.0, 1012.3333333333334, 1014.0, 944.0, 944.0, 1014.0, 944.0], time: 3.863
steps: 292, episodes: 20, mean episode reward: -141.33333333333334, agent episode reward: [-984.7777777777778, -984.7777777777778, -984.7777777777778, -1000.3333333333334, -984.7777777777778, -992.5555555555555, -997.0, 939.1111111111111, 1000.7777777777778, 1015.2222222222222, 939.1111111111111, 939.1111111111111, 1015.2222222222222, 939.1111111111111], time: 2.794
steps: 430, episodes: 30, mean episode reward: -108.66666666666667, agent episode reward: [-986.3333333333334, -986.3333333333334, -986.3333333333334, -995.2222222222222, -986.3333333333334, -991.8888888888889, -992.4444444444445, 945.3333333333334, 1007.5555555555555, 1013.6666666666666, 945.3333333333334, 945.3333333333334, 1013.6666666666666, 945.3333333333334], time: 2.728
steps: 503, episodes: 40, mean episode reward: -58.44444444444444, agent episode reward: [-992.1111111111111, -992.1111111111111, -992.1111111111111, -997.1111111111111, -992.1111111111111, -995.4444444444445, -994.8888888888889, 968.4444444444445, 1007.8888888888889, 1007.8888888888889, 968.4444444444445, 968.4444444444445, 1007.8888888888889, 968.4444444444445], time: 1.718
steps: 606, episodes: 50, mean episode reward: -60.22222222222222, agent episode reward: [-990.3333333333334, -990.3333333333334, -990.3333333333334, -992.0, -990.3333333333334, -990.3333333333334, -990.8888888888889, 961.3333333333334, 1009.6666666666666, 1009.6666666666666, 961.3333333333334, 961.3333333333334, 1009.6666666666666, 961.3333333333334], time: 1.961
steps: 721, episodes: 60, mean episode reward: -74.88888888888889, agent episode reward: [-989.0, -989.0, -989.0, -991.7777777777778, -989.0, -990.6666666666666, -991.2222222222222, 956.0, 1008.7777777777778, 1011.0, 956.0, 956.0, 1011.0, 956.0], time: 2.337
steps: 840, episodes: 70, mean episode reward: -71.88888888888889, agent episode reward: [-988.6666666666666, -988.6666666666666, -988.6666666666666, -990.8888888888889, -988.6666666666666, -989.2222222222222, -989.7777777777778, 954.6666666666666, 1011.3333333333334, 1011.3333333333334, 954.6666666666666, 954.6666666666666, 1011.3333333333334, 954.6666666666666], time: 2.138
steps: 951, episodes: 80, mean episode reward: -82.66666666666667, agent episode reward: [-987.8888888888889, -987.8888888888889, -987.8888888888889, -992.3333333333334, -987.8888888888889, -990.6666666666666, -989.5555555555555, 951.5555555555555, 1011.0, 1012.1111111111111, 951.5555555555555, 951.5555555555555, 1012.1111111111111, 951.5555555555555], time: 2.339
steps: 1061, episodes: 90, mean episode reward: -77.0, agent episode reward: [-988.0, -988.0, -988.0, -988.5555555555555, -988.0, -988.0, -988.0, 952.0, 1007.5555555555555, 1012.0, 952.0, 952.0, 1012.0, 952.0], time: 2.089
steps: 1199, episodes: 100, mean episode reward: -94.55555555555556, agent episode reward: [-986.5555555555555, -986.5555555555555, -986.5555555555555, -992.6666666666666, -986.5555555555555, -992.1111111111111, -988.7777777777778, 946.2222222222222, 1013.4444444444445, 1013.4444444444445, 946.2222222222222, 946.2222222222222, 1013.4444444444445, 946.2222222222222], time: 2.575
steps: 1320, episodes: 110, mean episode reward: -84.88888888888889, agent episode reward: [-986.7777777777778, -986.7777777777778, -986.7777777777778, -991.2222222222222, -986.7777777777778, -987.8888888888889, -986.7777777777778, 947.1111111111111, 1013.2222222222222, 1013.2222222222222, 947.1111111111111, 947.1111111111111, 1013.2222222222222, 947.1111111111111], time: 2.271
steps: 1424, episodes: 120, mean episode reward: -69.22222222222223, agent episode reward: [-990.2222222222222, -990.2222222222222, -990.2222222222222, -994.1111111111111, -990.2222222222222, -991.3333333333334, -993.0, 960.8888888888889, 1007.0, 1009.7777777777778, 960.8888888888889, 960.8888888888889, 1009.7777777777778, 960.8888888888889], time: 1.959
